candidate_id,skills,qualification,experience_level,job_role
592,"SQL, R, Data Visualization, Statistics",Bachelor's in Statistics,Entry,Data Analyst
593,"Python, R, SQL, Machine Learning",Master's in Data Science,Senior,Data Scientist
594,"HTML, CSS, JavaScript, Vue.js",Bachelor's in Information Technology,Mid,Web Developer
595,"Python, Flask, JavaScript, SQL",Bachelor's in Computer Science,Entry,Full Stack Python Developer
596,"Git, Java, JavaScript, Microservices, Maven, REST APIs",Bachelor's in Software Engineering,Mid,Full Stack Java Developer
597,"Web3, Solidity, Blockchain",Bachelor's in Computer Science,Entry,Blockchain Developer
598,"Git, Redux, Vue.js, HTML, CSS, JavaScript",Bachelor's in Computer Science,Entry,Frontend Developer
599,"Java, Spring Boot, Angular, AWS",Master's in Software Engineering,Senior,Full Stack Java Developer
600,"JavaScript, CSS, HTML, PHP, WordPress, Express",Bachelor's in Computer Science,Entry,Web Developer
601,"Solidity, Ethereum, Web3, Blockchain",Bachelor's in Computer Science,Senior,Blockchain Developer
602,"C++, Prototyping, Storytelling, Level Design, 3D Modeling, Game Design, C#",Bachelor's in Design,Entry,Video Game Designer
603,"Data Cleaning, Tableau, Communication, Excel, SQL",Bachelor's in Statistics,Entry,Data Analyst
604,"Python, Pandas, SQL, Tableau",Master's in Data Science,Entry,Data Analyst
605,"Web3, Solidity, Git, Rust, SQL, Blockchain",Bachelor's in Computer Science,Senior,Blockchain Developer
606,"Leadership, HR Policies, Conflict Resolution, Recruitment, Employee Relations, Communication",Master's in Human Resources,Mid,HR
607,"Java, Hibernate, SQL, REST APIs",Bachelor's in Software Engineering,Senior,Backend Developer
608,"Communication, Machine Learning, Python, R",PhD in Data Science,Senior,Data Scientist
609,"Git, Java, SQL, Problem Solving, Microservices, Hibernate, Spring",Bachelor's in Computer Science,Mid,Backend Developer
610,"Network Security, Ethical Hacking, SIEM",Master's in Cybersecurity,Senior,Cybersecurity Engineer
611,"Swift, iOS, Xcode, UI/UX",Bachelor's in Computer Science,Entry,Mobile Developer
612,"TensorFlow, Machine Learning, Python, Data Visualization",PhD in Data Science,Mid,Data Scientist
613,"React, TypeScript, HTML, CSS",Bachelor's in Computer Science,Entry,Frontend Developer
614,"Swift, iOS Development, UI/UX, Core Data",Bachelor's in Computer Science,Entry,Mobile Developer
615,"Scrum, Budgeting, Project Management, Agile",Master's in Business Administration,Mid,Software Project Manager
616,"Teamwork, Game Design, C++, VR Development, Unity, Unreal Engine",Bachelor's in Game Development,Mid,Game Developer
617,"C++, Unity, Game Design, VR",Bachelor's in Game Development,Mid,Game Developer
618,"Java, Spring Boot, Angular, AWS",Master's in Software Engineering,Senior,Full Stack Java Developer
619,"Deep Learning, Python, TensorFlow, Computer Vision",Master's in Computer Science,Senior,AIML
620,"C#, .NET Core, Azure, SQL Server",Bachelor's in Computer Science,Mid,C# Developer
621,"Reporting, Excel, SQL, Python",Bachelor's in Data Science,Senior,Data Analyst
622,"React, TypeScript, HTML, CSS",Bachelor's in Computer Science,Entry,Frontend Developer
623,"Maven, JavaScript, Java, SQL",Bachelor's in Software Engineering,Mid,Full Stack Java Developer
624,"CSS, JavaScript, Git, React, TypeScript, HTML",Bachelor's in Computer Science,Entry,Frontend Developer
625,"JavaScript, Node.js, Express, MongoDB",Bachelor's in Information Technology,Entry,Web Developer
626,"Python, Django, JavaScript, React, Agile",Master's in Computer Science,Mid,Full Stack Python Developer
627,"Terraform, Kubernetes, Docker, CI/CD, Ansible",Bachelor's in Computer Science,Senior,DevOps Engineer
628,"Game Design, Unity, Player Psychology, Level Design, Storytelling",Bachelor's in Game Development,Mid,Video Game Designer
629,"Python, Excel, Power BI, SQL",Master's in Data Science,Senior,Data Analyst
630,"Maven, JavaScript, Java, Hibernate, Spring Boot",Bachelor's in Software Engineering,Senior,Full Stack Java Developer
631,"Solidity, Ethereum, Web3, Blockchain",Bachelor's in Computer Science,Senior,Blockchain Developer
632,"TensorFlow, Feature Engineering, Machine Learning, Python, SQL",Master's in Data Science,Mid,Data Scientist
633,"AWS, CI/CD, Kubernetes, Docker",Bachelor's in Computer Science,Senior,DevOps Engineer
634,"Network Security, Ethical Hacking, SIEM",Master's in Cybersecurity,Senior,Cybersecurity Engineer
635,"C++, Unity, Game Design, VR",Bachelor's in Game Development,Mid,Game Developer
636,"Node.js, JavaScript, Vue.js, HTML, CSS, PHP, WordPress, Git",Bachelor's in Information Technology,Mid,Web Developer
637,"CSS, Responsive Design, Redux, JavaScript, HTML",Bachelor's in Information Technology,Mid,Frontend Developer
638,"SQL, Java, REST APIs, Docker",Bachelor's in Computer Science,Senior,Backend Developer
639,"SQL, JavaScript, HTML, Python, Django, Flask, PostgreSQL",Bachelor's in Computer Science,Entry,Full Stack Python Developer
640,"Penetration Testing, Firewalls, SIEM",Master's in Cybersecurity,Senior,Cybersecurity Engineer
641,"Figma, Sketch, UI/UX, Wireframing",Bachelor's in Design,Entry,Designer
642,"Java, Git, Angular, JavaScript, Spring Boot",Master's in Software Engineering,Mid,Full Stack Java Developer
643,"SQL, R, Data Visualization, Statistics",Bachelor's in Statistics,Entry,Data Analyst
644,"Marketing Campaigns, Social Media, Analytics",Bachelor's in Marketing,Mid,Marketing
645,"HTML, CSS, JavaScript, Vue.js, Redux",Bachelor's in Computer Science,Entry,Frontend Developer
646,"Solidity, Blockchain, Cryptography",Bachelor's in Computer Science,Entry,Blockchain Developer
647,"HR Policies, Recruitment, Training",Master's in Human Resources,Senior,HR
648,"Solidity, Ethereum, Web3, Blockchain",Bachelor's in Computer Science,Senior,Blockchain Developer
649,"CSS, Responsive Design, Git, HTML, JavaScript",Bachelor's in Information Technology,Senior,Frontend Developer
650,"Hibernate, REST APIs, Problem Solving, Microservices, SQL, Java",Bachelor's in Computer Science,Senior,Backend Developer
651,"Responsive Design, HTML, CSS, JavaScript, Vue.js, Redux",Bachelor's in Computer Science,Mid,Frontend Developer
652,"Ethical Hacking, Network Security, Risk Assessment, Firewalls",Bachelor's in Cybersecurity,Mid,Cybersecurity Engineer
653,"React, TypeScript, HTML, CSS",Bachelor's in Computer Science,Entry,Frontend Developer
654,"PHP, Laravel, MySQL, JavaScript",Bachelor's in Information Technology,Entry,PHP Developer
655,"Git, Responsive Design, HTML, JavaScript, CSS, React, Sass, Vue.js",Bachelor's in Information Technology,Mid,Frontend Developer
656,"Swift, React Native, UI/UX, Mobile Development",Bachelor's in Software Engineering,Mid,Mobile Developer
657,"SQL, Communication, Reporting, Excel, Statistics",Bachelor's in Computer Science,Entry,Data Analyst
658,"Player Psychology, Game Design, Storytelling, Teamwork",Bachelor's in Game Development,Mid,Video Game Designer
659,"PostgreSQL, Python, JavaScript, Flask",Bachelor's in Computer Science,Mid,Full Stack Python Developer
660,"Swift, iOS, Xcode, UI/UX",Bachelor's in Computer Science,Entry,Mobile Developer
661,"JavaScript, REST APIs, Agile, React, PostgreSQL, Python",Bachelor's in Computer Science,Entry,Full Stack Python Developer
662,"AWS, Terraform, Jenkins, Linux",Bachelor's in Computer Science,Senior,DevOps Engineer
663,"C#, ASP.NET, SQL Server, Azure",Bachelor's in Computer Science,Mid,C# Developer
664,"Symfony, Git, MySQL, PHP, WordPress, Laravel",Bachelor's in Information Technology,Mid,PHP Developer
665,"Solidity, Ethereum, Web3, Blockchain",Bachelor's in Computer Science,Senior,Blockchain Developer
666,"Smart Contracts, Cryptography, Blockchain, SQL, Solidity, Rust",Bachelor's in Computer Science,Mid,Blockchain Developer
667,"Git, Hibernate, SQL, Microservices, Kafka, Java",Bachelor's in Software Engineering,Senior,Backend Developer
668,"Communication, Agile, Project Management, Scrum",Master's in Business Administration,Mid,Software Project Manager
669,"Kubernetes, Helm, AWS, Terraform",Bachelor's in Computer Science,Senior,Kubernetes Operations Engineer
670,"Kubernetes, Jenkins, Docker, Bash Scripting, Linux, CI/CD, Git",Bachelor's in Computer Science,Senior,DevOps Engineer
671,"Swift, iOS, Xcode, UI/UX",Bachelor's in Computer Science,Entry,Mobile Developer
672,"Python, R, SQL, Machine Learning",Master's in Data Science,Senior,Data Scientist
673,"HTML, CSS, Git, REST APIs, WordPress, MongoDB, JavaScript",Bachelor's in Information Technology,Mid,Web Developer
674,"Risk Management, JIRA, Leadership, Budgeting, Communication, Project Management, Agile",Bachelor's in Computer Science,Senior,Software Project Manager
675,"Deep Learning, TensorFlow, Python, Computer Vision, Machine Learning",Master's in Data Science,Mid,AIML
676,"React, JavaScript, HTML, CSS, Redux",Bachelor's in Computer Science,Mid,Frontend Developer
677,"Figma, Sketch, UI/UX, Wireframing",Bachelor's in Design,Entry,Designer
678,"Excel, Risk Analysis, Communication, Financial Modeling",Master's in Finance,Mid,Finance
679,"PHP, Laravel, MySQL, JavaScript",Bachelor's in Information Technology,Entry,PHP Developer
680,"Java, Kotlin, Android SDK, REST APIs",Bachelor's in Software Engineering,Mid,Mobile Developer
681,"SQL, Git, Java, Problem Solving, Hibernate, Kafka, Spring",Bachelor's in Software Engineering,Mid,Backend Developer
682,"Docker, Linux, CI/CD, Kubernetes, Terraform",Bachelor's in Computer Science,Mid,Kubernetes Operations Engineer
683,"Python, Flask, JavaScript, SQL",Bachelor's in Computer Science,Entry,Full Stack Python Developer
684,"Scrum, Project Management, Stakeholder Management, Leadership, Communication, JIRA, Agile",Bachelor's in Computer Science,Senior,Software Project Manager
685,"TensorFlow, Feature Engineering, Python, Machine Learning",PhD in Data Science,Senior,Data Scientist
686,"Swift, iOS, Xcode, UI/UX",Bachelor's in Computer Science,Entry,Mobile Developer
687,"React, TypeScript, HTML, CSS",Bachelor's in Computer Science,Entry,Frontend Developer
688,"Java, Hibernate, SQL, REST APIs",Bachelor's in Software Engineering,Senior,Backend Developer
689,"AWS, Terraform, Jenkins, Linux",Bachelor's in Computer Science,Senior,DevOps Engineer
690,"Java, Hibernate, SQL, REST APIs",Bachelor's in Software Engineering,Senior,Backend Developer
691,"HR Management, Recruitment, Employee Relations",Master's in Human Resources,Senior,HR
692,"Linux, Network Security, Communication, SIEM",Bachelor's in Cybersecurity,Senior,Cybersecurity Engineer
693,"Feature Engineering, Statistics, Data Visualization, Machine Learning, Python",Master's in Data Science,Mid,Data Scientist
694,"Prototyping, Storytelling, Game Design, Player Psychology, Balancing",Bachelor's in Game Development,Entry,Video Game Designer
695,"REST APIs, JavaScript, Django, Celery, Flask, Python",Bachelor's in Computer Science,Mid,Full Stack Python Developer
696,"Network Security, Ethical Hacking, SIEM",Master's in Cybersecurity,Senior,Cybersecurity Engineer
697,"C++, Unreal Engine, VR Development",Bachelor's in Game Development,Mid,Game Developer
698,"Swift, iOS Development, UI/UX, Core Data",Bachelor's in Computer Science,Entry,Mobile Developer
699,"Symfony, MySQL, PHP, JavaScript, Git",Bachelor's in Information Technology,Mid,PHP Developer
700,"Penetration Testing, Risk Assessment, Linux, Firewalls, Communication, Network Security",Bachelor's in Cybersecurity,Mid,Cybersecurity Engineer
701,"C++, Unity, Game Design, 3D Modeling",Bachelor's in Game Development,Entry,Video Game Designer
702,"SQL, A/B Testing, Python, Excel",Bachelor's in Statistics,Mid,Data Analyst
703,"Celery, Python, JavaScript, Flask",Bachelor's in Computer Science,Senior,Full Stack Python Developer
704,"Figma, Sketch, UI/UX, Wireframing",Bachelor's in Design,Entry,Designer
705,"Python, Pandas, SQL, Tableau",Master's in Data Science,Entry,Data Analyst
706,"Solidity, Ethereum, Web3, Blockchain",Bachelor's in Computer Science,Senior,Blockchain Developer
707,"JavaScript, HTML, Git, CSS, Sass",Bachelor's in Computer Science,Senior,Frontend Developer
708,"Kubernetes, Helm, AWS, Docker",Bachelor's in Computer Science,Senior,Kubernetes Operations Engineer
709,"Data Visualization, Reporting, Statistics, Power BI, SQL, Excel",Bachelor's in Data Science,Senior,Data Analyst
710,"Kubernetes, Docker, GCP, CI/CD",Bachelor's in Computer Science,Mid,Kubernetes Operations Engineer
711,"SEO, Marketing Strategy, Content Creation, Branding, Communication, Analytics",Bachelor's in Marketing,Entry,Marketing
712,"Python, TensorFlow, NLP, Deep Learning",PhD in Artificial Intelligence,Senior,AIML
713,"HR Management, Recruitment, Employee Relations",Master's in Human Resources,Senior,HR
714,"C++, Unreal Engine, VR Development",Bachelor's in Game Development,Mid,Game Developer
715,"C++, Unreal Engine, VR Development",Bachelor's in Game Development,Mid,Game Developer
716,"Java, Spring, SQL, Microservices",Bachelor's in Software Engineering,Senior,Backend Developer
717,"Solidity, Web3, Ethereum, JavaScript",Bachelor's in Computer Science,Mid,Blockchain Developer
718,"C#, ASP.NET, SQL Server, Azure",Bachelor's in Computer Science,Mid,C# Developer
719,"C#, ASP.NET, SQL Server, Azure",Bachelor's in Computer Science,Mid,C# Developer
720,"PHP, MySQL, WordPress, Symfony",Bachelor's in Information Technology,Entry,PHP Developer
721,"Digital Marketing, SEO, PPC, Analytics",Bachelor's in Marketing,Mid,Marketing
722,"PHP, Symfony, MySQL, JavaScript",Bachelor's in Information Technology,Entry,PHP Developer
723,"Marketing Campaigns, Social Media, Analytics",Bachelor's in Marketing,Mid,Marketing
724,"Python, Flask, JavaScript, SQL",Bachelor's in Computer Science,Entry,Full Stack Python Developer
725,"HR Management, Recruitment, Employee Relations",Master's in Human Resources,Senior,HR
726,"React, TypeScript, HTML, CSS",Bachelor's in Computer Science,Entry,Frontend Developer
727,"Jenkins, CI/CD, Docker, Terraform",Bachelor's in Computer Science,Senior,DevOps Engineer
728,"Sketch, Communication, UI/UX Design, Creativity, Figma",Bachelor's in Graphic Design,Mid,Designer
729,"Python, Django, PostgreSQL, JavaScript",Bachelor's in Computer Science,Mid,Full Stack Python Developer
730,"Deep Learning, TensorFlow, Reinforcement Learning, Python, Machine Learning",Master's in Data Science,Senior,AIML
731,"C#, .NET, ASP.NET, PHP, Azure, Blazor",Bachelor's in Computer Science,Mid,C# Developer
732,"REST APIs, Kotlin, Git, Mobile Development",Bachelor's in Computer Science,Senior,Mobile Developer
733,"Python, Django, PostgreSQL, JavaScript",Bachelor's in Computer Science,Mid,Full Stack Python Developer
734,"Sketch, Figma, UI/UX Design, Creativity",Bachelor's in Graphic Design,Mid,Designer
735,"Solidity, Ethereum, Web3, Blockchain",Bachelor's in Computer Science,Senior,Blockchain Developer
736,"Python, Django, PostgreSQL, JavaScript",Bachelor's in Computer Science,Mid,Full Stack Python Developer
737,"Network Security, Ethical Hacking, SIEM",Master's in Cybersecurity,Senior,Cybersecurity Engineer
738,"HTML, CSS, JavaScript, Vue.js",Bachelor's in Information Technology,Mid,Web Developer
739,"HR Management, Recruitment, Employee Relations",Master's in Human Resources,Senior,HR
740,"HR Policies, Recruitment, Training",Master's in Human Resources,Senior,HR
741,"Agile, JIRA, Stakeholder Management",Master's in Business Administration,Mid,Software Project Manager
742,"Branding, Marketing Strategy, Analytics, SEO, Content Creation, Communication",Bachelor's in Marketing,Mid,Marketing
743,"Java, Spring, React, AWS",Master's in Software Engineering,Senior,Full Stack Java Developer
744,"C++, Unity, Game Design, VR",Bachelor's in Game Development,Mid,Game Developer
745,"Docker, Ansible, CI/CD, AWS, Kubernetes",Bachelor's in Computer Science,Senior,DevOps Engineer
746,"Computer Vision, Python, Reinforcement Learning, Deep Learning, Research",Master's in Computer Science,Mid,AIML
747,"C++, Unreal Engine, VR Development",Bachelor's in Game Development,Mid,Game Developer
748,"Jenkins, Docker, CI/CD",Bachelor's in Computer Science,Mid,DevOps Engineer
749,"Java, Spring, React, AWS",Master's in Software Engineering,Senior,Full Stack Java Developer
750,"Scrum, Agile, Project Management",Master's in Business Administration,Mid,Software Project Manager
751,"Marketing Campaigns, Social Media, Analytics",Bachelor's in Marketing,Mid,Marketing
752,"Angular, Java, REST APIs, JavaScript, AWS",Bachelor's in Software Engineering,Senior,Full Stack Java Developer
753,"Figma, Adobe XD, UI/UX Design, Creativity",Bachelor's in Design,Entry,Designer
754,"Blockchain, Solidity, Smart Contracts, Git, Cryptography",Bachelor's in Computer Science,Mid,Blockchain Developer
755,"Swift, iOS Development, UI/UX, Core Data",Bachelor's in Computer Science,Entry,Mobile Developer
756,"Python, Pandas, SQL, Tableau",Master's in Data Science,Entry,Data Analyst
757,"Prototyping, Sketch, Adobe XD, Figma, Creativity, UI/UX Design",Bachelor's in Design,Entry,Designer
758,"Network Security, Ethical Hacking, SIEM, Linux",Bachelor's in Cybersecurity,Senior,Cybersecurity Engineer
759,"Flutter, Mobile Development, Git, UI/UX, Kotlin",Bachelor's in Computer Science,Entry,Mobile Developer
760,"AWS, Terraform, Jenkins, Linux",Bachelor's in Computer Science,Senior,DevOps Engineer
761,"Git, Kubernetes, Ansible, CI/CD, Docker",Bachelor's in Computer Science,Senior,DevOps Engineer
762,"PPC, Analytics, Communication, Marketing Strategy",Bachelor's in Marketing,Mid,Marketing
763,"Firewalls, Network Security, Linux",Bachelor's in Cybersecurity,Senior,Cybersecurity Engineer
764,"Kubernetes, Helm, AWS, Docker, CI/CD",Bachelor's in Computer Science,Senior,Kubernetes Operations Engineer
765,"CI/CD, AWS, Jenkins, Docker, Ansible, Linux, Kubernetes",Bachelor's in Computer Science,Mid,DevOps Engineer
766,"AWS, Terraform, Jenkins, Linux",Bachelor's in Computer Science,Senior,DevOps Engineer
767,"Scrum, Project Management, JIRA, Agile, Budgeting, Leadership, Analytics",Master's in Business Administration,Mid,Software Project Manager
768,"JavaScript, HTML, MongoDB, Node.js, CSS",Bachelor's in Information Technology,Entry,Web Developer
769,"Marketing Campaigns, Social Media, Analytics",Bachelor's in Marketing,Mid,Marketing
770,"HTML, CSS, JavaScript, Angular",Bachelor's in Information Technology,Mid,Web Developer
771,"Swift, iOS Development, UI/UX, Core Data",Bachelor's in Computer Science,Entry,Mobile Developer
772,"Java, Kotlin, Android SDK, REST APIs",Bachelor's in Software Engineering,Mid,Mobile Developer
773,"Linux, Docker, Istio, Terraform, Helm, Kubernetes",Bachelor's in Computer Science,Mid,Kubernetes Operations Engineer
774,"Python, JavaScript, CSS, REST APIs, Django",Bachelor's in Computer Science,Entry,Full Stack Python Developer
775,"Figma, Sketch, UI/UX, Wireframing",Bachelor's in Design,Entry,Designer
776,"SIEM, Network Security, Communication, Linux",Bachelor's in Cybersecurity,Senior,Cybersecurity Engineer
777,"Teamwork, HTML, JavaScript, Git, CSS, Responsive Design",Bachelor's in Information Technology,Mid,Frontend Developer
778,"3D Modeling, Level Design, Storytelling, Prototyping, Game Design",Bachelor's in Game Development,Entry,Video Game Designer
779,"PHP, Laravel, MySQL, JavaScript",Bachelor's in Information Technology,Entry,PHP Developer
780,"PHP, Laravel, MySQL, JavaScript",Bachelor's in Information Technology,Entry,PHP Developer
781,"Budgeting, Financial Modeling, Forecasting, Financial Reporting, Communication, Excel",Master's in Finance,Senior,Finance
782,"iOS Development, Mobile Development",Bachelor's in Computer Science,Mid,Mobile Developer
783,"Excel, Power BI, Data Visualization, A/B Testing, Python, SQL",Bachelor's in Statistics,Entry,Data Analyst
784,"React, TypeScript, HTML, CSS",Bachelor's in Computer Science,Entry,Frontend Developer
785,"C++, Unreal Engine, VR Development",Bachelor's in Game Development,Mid,Game Developer
786,"Photoshop, Communication, Figma, Wireframing, UI/UX Design, Creativity",Bachelor's in Graphic Design,Mid,Designer
787,"Python, Scikit-learn, Machine Learning",Master's in Data Science,Senior,Data Scientist
788,"CSS, HTML, Sass, JavaScript",Bachelor's in Information Technology,Mid,Frontend Developer
789,"A/B Testing, Excel, SQL, Data Visualization, Python, Tableau",Bachelor's in Statistics,Entry,Data Analyst
790,"SQL, Java, Hibernate, JavaScript",Bachelor's in Software Engineering,Mid,Backend Developer
791,"Adobe XD, Figma, UI/UX, Prototyping",Bachelor's in Graphic Design,Mid,Designer
792,"TensorFlow, Deep Learning, Python, PyTorch, Statistics, Excel",Master's in Computer Science,Senior,AIML
793,"Python, TensorFlow, NLP, Deep Learning",PhD in Artificial Intelligence,Senior,AIML
794,"Excel, Marketing Strategy, Financial Reporting, Risk Analysis, Valuation, Financial Modeling",Bachelor's in Finance,Mid,Finance
795,"Network Security, Penetration Testing, SIEM",Master's in Cybersecurity,Senior,Cybersecurity Engineer
796,"Figma, Sketch, UI/UX, Wireframing",Bachelor's in Design,Entry,Designer
797,"AWS, Jenkins, Docker, Terraform",Bachelor's in Computer Science,Senior,DevOps Engineer
798,"HR Management, Recruitment, Employee Relations",Master's in Human Resources,Senior,HR
799,"Financial Modeling, Communication, Forecasting, Valuation, Excel",Master's in Finance,Mid,Finance
800,"Java, SQL, Microservices, Docker",Bachelor's in Computer Science,Mid,Backend Developer
801,"PHP, Symfony, MySQL, JavaScript",Bachelor's in Information Technology,Entry,PHP Developer
802,"Adobe Illustrator, Photoshop, UI/UX, Prototyping",Bachelor's in Graphic Design,Mid,Designer
803,"Reporting, SQL, Excel, Tableau",Bachelor's in Computer Science,Entry,Data Analyst
804,"C++, Shader Programming, VR Development, Game Design, Unreal Engine, 3D Modeling",Bachelor's in Game Development,Mid,Game Developer
805,"Penetration Testing, Linux, Network Security",Master's in Cybersecurity,Senior,Cybersecurity Engineer
806,"Statistics, PyTorch, NLP, Deep Learning, Reinforcement Learning, Python",Master's in Computer Science,Mid,AIML
807,"Google Analytics, Marketing Strategy, Social Media",Bachelor's in Marketing,Entry,Marketing
808,"HR Management, Recruitment, Employee Relations",Master's in Human Resources,Senior,HR
809,"Java, Hibernate, SQL, REST APIs",Bachelor's in Software Engineering,Senior,Backend Developer
810,"Scrum, Agile, Project Management",Master's in Business Administration,Mid,Software Project Manager
811,"React, TypeScript, HTML, CSS",Bachelor's in Computer Science,Entry,Frontend Developer
812,"Istio, Terraform, Helm, Docker, Kubernetes",Bachelor's in Computer Science,Mid,Kubernetes Operations Engineer
813,"AWS, Git, Java, JavaScript",Bachelor's in Software Engineering,Senior,Full Stack Java Developer
814,"Financial Reporting, Financial Modeling, Valuation, Excel, Communication",Master's in Finance,Senior,Finance
815,"Python, Pandas, SQL, Tableau",Master's in Data Science,Entry,Data Analyst
816,"Penetration Testing, Firewalls, SIEM",Master's in Cybersecurity,Senior,Cybersecurity Engineer
817,"JavaScript, PHP, CSS, MongoDB, HTML, Node.js, REST APIs, WordPress",Bachelor's in Information Technology,Mid,Web Developer
818,"SQL, R, Data Visualization, Statistics",Bachelor's in Statistics,Entry,Data Analyst
819,"JavaScript, HTML, Git, CSS, Redux, Responsive Design",Bachelor's in Computer Science,Entry,Frontend Developer
820,"Java, Spring, SQL, Microservices",Bachelor's in Software Engineering,Senior,Backend Developer
821,"Player Psychology, Storytelling, Game Design, Level Design, C#",Bachelor's in Game Development,Mid,Video Game Designer
822,"VR Development, Game Design, C++",Bachelor's in Game Development,Mid,Game Developer
823,"PHP, Symfony, MySQL, JavaScript",Bachelor's in Information Technology,Entry,PHP Developer
824,"Training, HR Policies, Payroll, Recruitment, Conflict Resolution",Bachelor's in Human Resources,Senior,HR
825,"Smart Contracts, Blockchain, Solidity",Bachelor's in Computer Science,Mid,Blockchain Developer
826,"Solidity, Ethereum, Web3, Blockchain",Bachelor's in Computer Science,Senior,Blockchain Developer
827,"Kubernetes, Helm, AWS, Docker",Bachelor's in Computer Science,Senior,Kubernetes Operations Engineer
828,"Docker, Kubernetes, CI/CD, Terraform, Linux",Bachelor's in Computer Science,Senior,DevOps Engineer
829,"Java, Spring Boot, Angular, AWS",Master's in Software Engineering,Senior,Full Stack Java Developer
830,"Python, Flask, JavaScript, SQL",Bachelor's in Computer Science,Entry,Full Stack Python Developer
831,"Network Security, Communication, Linux, Ethical Hacking, Firewalls",Master's in Cybersecurity,Mid,Cybersecurity Engineer
832,"Game Physics, C++, Game Design, Unreal Engine",Bachelor's in Game Development,Mid,Game Developer
833,"Network Security, Ethical Hacking, SIEM",Master's in Cybersecurity,Senior,Cybersecurity Engineer
834,"Adobe XD, Figma, UI/UX, Prototyping",Bachelor's in Graphic Design,Mid,Designer
835,"Azure, C#, .NET Core, .NET",Bachelor's in Computer Science,Mid,C# Developer
836,"3D Modeling, Prototyping, Game Design, Storytelling, Level Design",Bachelor's in Game Development,Entry,Video Game Designer
837,"Python, Machine Learning, Deep Learning, NLP",PhD in Artificial Intelligence,Senior,AIML
838,"HTML, CSS, JavaScript, Vue.js",Bachelor's in Information Technology,Mid,Web Developer
839,"Game Physics, Game Design, C++",Bachelor's in Game Development,Entry,Game Developer
840,"Keras, TensorFlow, Communication, Python, Machine Learning",PhD in Data Science,Mid,Data Scientist
841,"CSS, MongoDB, JavaScript, HTML, PHP, WordPress",Bachelor's in Information Technology,Entry,Web Developer
842,"JavaScript, Celery, Python, Agile, SQL",Master's in Computer Science,Mid,Full Stack Python Developer
843,"Python, Django, PostgreSQL, JavaScript",Bachelor's in Computer Science,Mid,Full Stack Python Developer
844,"Java, Kafka, SQL, Docker, Microservices",Bachelor's in Computer Science,Senior,Backend Developer
845,"Teamwork, 3D Modeling, Shader Programming, VR Development, Game Design, C++",Bachelor's in Game Development,Mid,Game Developer
846,"Financial Modeling, Forecasting, Risk Analysis, Agile, Valuation, Excel",Master's in Finance,Senior,Finance
847,"Python, Celery, Django, JavaScript, PostgreSQL",Bachelor's in Computer Science,Senior,Full Stack Python Developer
848,"HR Policies, Recruitment, Training",Master's in Human Resources,Senior,HR
849,"SQL, Java, Docker, Kafka",Bachelor's in Software Engineering,Mid,Backend Developer
850,"Storytelling, Level Design, Game Design, C#",Bachelor's in Game Development,Mid,Video Game Designer
851,"Python, Pandas, SQL, Tableau",Master's in Data Science,Entry,Data Analyst
852,"Python, Flask, JavaScript, SQL",Bachelor's in Computer Science,Entry,Full Stack Python Developer
853,"CI/CD, Docker, Terraform",Bachelor's in Computer Science,Senior,DevOps Engineer
854,"PPC, Analytics, Communication, Content Creation, Marketing Strategy",Bachelor's in Marketing,Senior,Marketing
855,"Python, Pandas, SQL, Data Visualization",Master's in Data Science,Entry,Data Analyst
856,"Project Management, Leadership, Financial Modeling, Risk Management, Agile",Master's in Business Administration,Senior,Software Project Manager
857,"JavaScript, Sass, HTML, Teamwork, Responsive Design, CSS",Bachelor's in Computer Science,Entry,Frontend Developer
858,"Figma, UI/UX Design, Adobe XD, Wireframing",Bachelor's in Design,Entry,Designer
859,"C#, ASP.NET, SQL Server, Azure",Bachelor's in Computer Science,Mid,C# Developer
860,"Deep Learning, Python, PyTorch, Computer Vision",PhD in Artificial Intelligence,Mid,AIML
861,"CI/CD, Kubernetes, Docker, Jenkins, Linux",Bachelor's in Computer Science,Senior,DevOps Engineer
862,"CSS, Responsive Design, Sass, REST APIs, TypeScript, HTML, JavaScript",Bachelor's in Information Technology,Senior,Frontend Developer
863,"Game Physics, Game Design, C++, Teamwork",Bachelor's in Game Development,Senior,Game Developer
864,"HR Management, Recruitment, Employee Relations",Master's in Human Resources,Senior,HR
865,"PHP, Symfony, MySQL, JavaScript",Bachelor's in Information Technology,Entry,PHP Developer
866,"Kubernetes, Terraform, Prometheus, Docker",Bachelor's in Computer Science,Mid,Kubernetes Operations Engineer
867,"React, TypeScript, HTML, CSS",Bachelor's in Computer Science,Entry,Frontend Developer
868,"TensorFlow, Deep Learning, Python, NLP, Statistics",Master's in Computer Science,Senior,AIML
869,"PHP, Laravel, MySQL, JavaScript",Bachelor's in Information Technology,Entry,PHP Developer
870,"C#, Unity, Game Physics, 3D Modeling",Bachelor's in Game Development,Mid,Game Developer
871,"Communication, Budgeting, Project Management, Agile",Bachelor's in Computer Science,Mid,Software Project Manager
872,"Solidity, Web3, Ethereum, JavaScript",Bachelor's in Computer Science,Mid,Blockchain Developer
873,"JavaScript, Sass, CSS, HTML, Responsive Design",Bachelor's in Computer Science,Mid,Frontend Developer
874,"MySQL, PHP, Laravel, CodeIgniter, WordPress",Bachelor's in Computer Science,Entry,PHP Developer
875,"Blazor, .NET, C#, SQL, Azure, ASP.NET",Bachelor's in Computer Science,Mid,C# Developer
